"","state","PUMA","count","disconnected_per_pop","disconnected_density"
"458","fl","08102",1387,125.793578813713,2.55413620891886
"459","fl","05708",2384,103.85536920061,1.70785081317879
"460","fl","10301",236,24.0350341175272,0.186695740028532
"461","fl","10103",1204,111.275415896488,1.51461765063402
"462","fl","05301",1914,116.614878450009,1.03150857040473
"463","fl","03301",1928,160.172800531694,1.36753602173713
"464","fl","11300",2799,151.699094900005,0.883370616070131
"465","fl","09100",1943,81.8243072517477,0.601146393305437
"466","fl","00500",2615,97.7314347647345,0.253344809092859
"467","fl","06300",4869,244.575045207957,0.280022879444127
"468","fl","07300",1731,83.6474340388518,1.02900585499447
"469","fl","12100",960,96.6378095429837,0.0928691112763137
"470","fl","02300",3803,192.928165584416,0.337832318939248
"471","fl","08900",1316,111.790689772341,0.386029350410319
"472","fl","03101",2332,158.953036602822,1.81335831974028
"473","fl","10900",1602,61.3957766450772,1.08935828585601
"474","fl","03500",1284,115.905398086297,0.833629830447504
"475","fl","12703",328,25.7760314341847,0.360784697190835
"476","fl","00902",1369,138.464650551229,0.779918486478668
"477","fl","06100",1062,80.8403745147294,0.663617458153237
"478","fl","11101",1815,162.678139284754,1.23464418482246
"479","fl","08500",2145,157.027818448023,1.09818603540647
"480","fl","09902",1817,146.650524616626,2.72910553447025
"481","fl","01109",262,33.7628865979381,0.930553733278422
"482","fl","08700",381,49.8234601804629,0.0208087787097231
"483","fl","02102",1434,165.188342356871,0.987752640861808
"484","fl","07101",273,43.3058375634518,0.130150281051892
"485","fl","01500",1701,122.128087306146,0.692138656979291
"486","fl","11502",404,51.7020732019452,0.344913578786398
"487","fl","09906",3054,195.168711656442,26.7246023526127
"488","fl","09907",1127,162.27501799856,11.897122698173
"489","fl","09908",1195,77.6730581735457,11.4223892557441
"490","fl","01103",2775,275.927214875211,44.7179565173441
"491","fl","01104",2784,256.921373200443,36.3065468526181
"492","fl","01108",1540,112.179487179487,18.725211686081
"493","fl","01113",1216,88.2950914899797,24.7787401065695
"494","fl","01114",2000,178.826895565093,49.2787467263663
"495","fl","08604",738,82.9959514170041,16.3123441694562
"496","fl","08612",967,122.219413549039,14.458989573615
"497","fl","01701",2568,248.596321393998,1.03060020447021
"498","fl","03302",2956,97.4451953189385,1.95926749953298
"499","fl","03104",1180,74.8921045950749,7.36206709497206
"500","fl","10700",2012,229.104987474379,0.717564731332447
"501","fl","12702",2464,154.880885033629,4.99158523415186
"502","fl","09901",1238,146.995962954168,5.63258224061647
"503","fl","09903",2473,161.380840511616,19.8851009320662
"504","fl","09905",2045,125.360142217863,27.0436782693345
"505","fl","08614",928,85.2941176470588,13.843381004419
"506","fl","08616",776,52.9367623985265,8.70923110033421
"507","fl","08623",962,63.8863062823748,6.28851981125613
"508","fl","10308",856,82.9698555781719,5.99185020105528
"509","fl","10305",279,32.4758468164358,2.66966653301098
"510","fl","10303",1621,130.936995153473,14.0970862962228
"511","fl","10302",1544,201.225074938095,10.9416199892301
